Country_Name,Country_Code,Indicator_Name,Indicator_Code,2008
Ecuador,ECU,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,65.14679112
"Egypt, Arab Rep.",EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.74
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,75491922
"Egypt, Arab Rep.",EGY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.43958145
"Egypt, Arab Rep.",EGY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.764717474
"Egypt, Arab Rep.",EGY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,81.79570328
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.488
El Salvador,SLV,"Population, total",SP.POP.TOTL,6151776
El Salvador,SLV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,17.19546624
El Salvador,SLV,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,16.23360545
El Salvador,SLV,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,66.57092131
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.991
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,658025
Equatorial Guinea,GNQ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,60.53344312
Equatorial Guinea,GNQ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.333324864
Equatorial Guinea,GNQ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,32.13321815
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.881
Eritrea,ERI,"Population, total",SP.POP.TOTL,5382163
Eritrea,ERI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,48.5014573
Eritrea,ERI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.56913409
Eritrea,ERI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,39.92941874
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.4
Estonia,EST,"Population, total",SP.POP.TOTL,1340675
Estonia,EST,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.044415296
Estonia,EST,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.142886301
Estonia,EST,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.81270261
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.294
Ethiopia,ETH,"Population, total",SP.POP.TOTL,82621190
Ethiopia,ETH,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,57.40658986
Ethiopia,ETH,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.657338819
Ethiopia,ETH,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,33.93607032
Faeroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8
Faeroe Islands,FRO,"Population, total",SP.POP.TOTL,49601
Faeroe Islands,FRO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Faeroe Islands,FRO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Faeroe Islands,FRO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.536
Fiji,FJI,"Population, total",SP.POP.TOTL,843851
Fiji,FJI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.26927704
Fiji,FJI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.196257054
Fiji,FJI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,76.53448068
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2
Finland,FIN,"Population, total",SP.POP.TOTL,5313399
Finland,FIN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.121148836
Finland,FIN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.855794605
Finland,FIN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.02304816
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5
France,FRA,"Population, total",SP.POP.TOTL,64371099
France,FRA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.984191055
France,FRA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.995787345
France,FRA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.02002543
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.872
French Polynesia,PYF,"Population, total",SP.POP.TOTL,262877
French Polynesia,PYF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
French Polynesia,PYF,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
French Polynesia,PYF,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.096
Gabon,GAB,"Population, total",SP.POP.TOTL,1482843
Gabon,GAB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,51.64945446
Gabon,GAB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.29194191
Gabon,GAB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,41.05859266
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.46
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1577984
"Gambia, The",GMB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,59.54781257
"Gambia, The",GMB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.430931216
"Gambia, The",GMB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,34.02125032
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.982
Georgia,GEO,"Population, total",SP.POP.TOTL,4383800
Georgia,GEO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.002314385
Georgia,GEO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.30704415
Georgia,GEO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.69063341
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.3
Germany,DEU,"Population, total",SP.POP.TOTL,82110097
Germany,DEU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.532735521
Germany,DEU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.840772257
Germany,DEU,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,91.62648861
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.548
Ghana,GHA,"Population, total",SP.POP.TOTL,23110139
Ghana,GHA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,53.42539525
Ghana,GHA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.510713985
Ghana,GHA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,39.06385001
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6
Greece,GRC,"Population, total",SP.POP.TOTL,11237094
Greece,GRC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.595260872
Greece,GRC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.869860494
Greece,GRC,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,90.53487659
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6
Greenland,GRL,"Population, total",SP.POP.TOTL,56328
Greenland,GRL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Greenland,GRL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Greenland,GRL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.695
Grenada,GRD,"Population, total",SP.POP.TOTL,103932
Grenada,GRD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.60825421
Grenada,GRD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.392909648
Grenada,GRD,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,80.99883614
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.735
Guam,GUM,"Population, total",SP.POP.TOTL,158310
Guam,GUM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Guam,GUM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Guam,GUM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.608
Guatemala,GTM,"Population, total",SP.POP.TOTL,13648307
Guatemala,GTM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,35.16527954
Guatemala,GTM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,17.75248648
Guatemala,GTM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,47.08223397
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.608
Guinea,GIN,"Population, total",SP.POP.TOTL,10314678
Guinea,GIN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,60.38435577
Guinea,GIN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.244373871
Guinea,GIN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,32.37126157
Guinea-Bissau,GNB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.404
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1516920
Guinea-Bissau,GNB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,66.77376626
Guinea-Bissau,GNB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.650880086
Guinea-Bissau,GNB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.57535366
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.445
Guyana,GUY,"Population, total",SP.POP.TOTL,775739
Guyana,GUY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,21.32440356
Guyana,GUY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.88145954
Guyana,GUY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,65.79413691
Haiti,HTI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.338
Haiti,HTI,"Population, total",SP.POP.TOTL,9638255
Haiti,HTI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,53.96634652
Haiti,HTI,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.868832094
Haiti,HTI,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,41.16482138
Honduras,HND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.029
Honduras,HND,"Population, total",SP.POP.TOTL,7322368
Honduras,HND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,23.12908461
Honduras,HND,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.299997318
Honduras,HND,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,68.57091364
"Hong Kong SAR, China",HKG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,6957800
"Hong Kong SAR, China",HKG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
"Hong Kong SAR, China",HKG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
"Hong Kong SAR, China",HKG,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13
Hungary,HUN,"Population, total",SP.POP.TOTL,10038188
Hungary,HUN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.46354658
Hungary,HUN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.604624849
Hungary,HUN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,92.93185445
Iceland,ISL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.3
Iceland,ISL,"Population, total",SP.POP.TOTL,317414
Iceland,ISL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.02104633
Iceland,ISL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.666756897
Iceland,ISL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,88.31218116
India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.049
India,IND,"Population, total",SP.POP.TOTL,1174662334
India,IND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,37.12050199
India,IND,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.907514975
India,IND,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,52.97198506
Indonesia,IDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.407
Indonesia,IDN,"Population, total",SP.POP.TOTL,234243489
Indonesia,IDN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,27.7529493
Indonesia,IDN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.646613125
Indonesia,IDN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,63.6004316
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.294
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,72660887
"Iran, Islamic Rep.",IRN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.48752445
"Iran, Islamic Rep.",IRN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,14.34359561
"Iran, Islamic Rep.",IRN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,72.16887483
Iraq,IRQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.547
Iraq,IRQ,"Population, total",SP.POP.TOTL,29429829
Iraq,IRQ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,24.23659221
Iraq,IRQ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,31.43844823
Iraq,IRQ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,44.32498306
Ireland,IRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.4
Ireland,IRL,"Population, total",SP.POP.TOTL,4425683
Ireland,IRL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.909355524
Ireland,IRL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.79256728
Ireland,IRL,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,87.29808782
Isle of Man,IMY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,
Isle of Man,IMY,"Population, total",SP.POP.TOTL,82561
Isle of Man,IMY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Isle of Man,IMY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Isle of Man,IMY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Israel,ISR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.3
Israel,ISR,"Population, total",SP.POP.TOTL,7308800
Israel,ISR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8.078568616
Israel,ISR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.230428686
Israel,ISR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.69100539
Italy,ITA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7
Italy,ITA,"Population, total",SP.POP.TOTL,59832179
Italy,ITA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.47513017
Italy,ITA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.193994305
Italy,ITA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,92.3308824
Jamaica,JAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.33
Jamaica,JAM,"Population, total",SP.POP.TOTL,2687200
Jamaica,JAM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,20.61099648
Jamaica,JAM,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.96990135
Jamaica,JAM,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,68.41909737
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1
Japan,JPN,"Population, total",SP.POP.TOTL,127704040
Japan,JPN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.53399448
Japan,JPN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.476798482
Japan,JPN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,79.9892176
Jordan,JOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.773
Jordan,JOR,"Population, total",SP.POP.TOTL,5786000
Jordan,JOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,14.62192351
Jordan,JOR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.0010271
Jordan,JOR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,74.37704264
Kazakhstan,KAZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.74
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,15673999
Kazakhstan,KAZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8.294651536
Kazakhstan,KAZ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,13.72192145
Kazakhstan,KAZ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.98340477
Kenya,KEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.05
Kenya,KEN,"Population, total",SP.POP.TOTL,38773277
Kenya,KEN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.58493599
Kenya,KEN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.165893951
Kenya,KEN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,28.24919471
Kiribati,KIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.203
Kiribati,KIR,"Population, total",SP.POP.TOTL,94832
Kiribati,KIR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,28.53762326
Kiribati,KIR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,2.862563161
Kiribati,KIR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,68.59981358
"Korea, Dem. Rep.",PRK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.94
"Korea, Dem. Rep.",PRK,"Population, total",SP.POP.TOTL,24243894
"Korea, Dem. Rep.",PRK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,29.31485109
"Korea, Dem. Rep.",PRK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.56281945
"Korea, Dem. Rep.",PRK,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,65.12232947
"Korea, Rep.",KOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,48949000
"Korea, Rep.",KOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.044214454
"Korea, Rep.",KOR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.53916391
"Korea, Rep.",KOR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,82.4166098
Kosovo,KSV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.02
Kosovo,KSV,"Population, total",SP.POP.TOTL,1747383
Kosovo,KSV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Kosovo,KSV,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Kosovo,KSV,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Kuwait,KWT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.05
Kuwait,KWT,"Population, total",SP.POP.TOTL,2702221
Kuwait,KWT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.87592657
Kuwait,KWT,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,13.21864911
Kuwait,KWT,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,75.90542822
Kyrgyz Republic,KGZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.1
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,5318700
Kyrgyz Republic,KGZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.74459421
Kyrgyz Republic,KGZ,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.211662986
Kyrgyz Republic,KGZ,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.043745
Lao PDR,LAO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.715
Lao PDR,LAO,"Population, total",SP.POP.TOTL,6139127
Lao PDR,LAO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,41.31960403
Lao PDR,LAO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.39173302
Lao PDR,LAO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,48.28867513
Latvia,LVA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.7
Latvia,LVA,"Population, total",SP.POP.TOTL,2266094
Latvia,LVA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.569421639
Latvia,LVA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.74867285
Latvia,LVA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,89.68190134
Lebanon,LBN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.49
Lebanon,LBN,"Population, total",SP.POP.TOTL,4186088
Lebanon,LBN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.850749666
Lebanon,LBN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.443524685
Lebanon,LBN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,83.70572565
Lesotho,LSO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.159
Lesotho,LSO,"Population, total",SP.POP.TOTL,1972199
Lesotho,LSO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.36530862
Lesotho,LSO,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.446494222
Lesotho,LSO,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,29.18819403
Liberia,LBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.235
Liberia,LBR,"Population, total",SP.POP.TOTL,3672714
Liberia,LBR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,68.03003159
Liberia,LBR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.079767144
Liberia,LBR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,27.89021484
Libya,LBY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.179
Libya,LBY,"Population, total",SP.POP.TOTL,5876805
Libya,LBY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,11.81370651
Libya,LBY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.58191907
Libya,LBY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,77.60436094
Liechtenstein,LIE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.8
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,35582
Liechtenstein,LIE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,
Liechtenstein,LIE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,
Liechtenstein,LIE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,
Lithuania,LTU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.1
Lithuania,LTU,"Population, total",SP.POP.TOTL,3358115
Lithuania,LTU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.35381439
Lithuania,LTU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.98933309
Lithuania,LTU,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,85.65685483
Luxembourg,LUX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.4
Luxembourg,LUX,"Population, total",SP.POP.TOTL,488650
