Country_Name,Country_Code,Indicator_Name,Indicator_Code,Value
Guatemala,GTM,"cause_injury",SH.DTH.INJR.ZS,17.75248648
Guatemala,GTM,"cause_non_communicable",SH.DTH.NCOM.ZS,47.08223397
Guinea,GIN,"death_rate",SP.DYN.CDRT.IN,12.608
Guinea,GIN,"population",SP.POP.TOTL,10314678
Guinea,GIN,"cause_communicable",SH.DTH.COMM.ZS,60.38435577
Guinea,GIN,"cause_injury",SH.DTH.INJR.ZS,7.244373871
Guinea,GIN,"cause_non_communicable",SH.DTH.NCOM.ZS,32.37126157
Guinea-Bissau,GNB,"death_rate",SP.DYN.CDRT.IN,13.404
Guinea-Bissau,GNB,"population",SP.POP.TOTL,1516920
Guinea-Bissau,GNB,"cause_communicable",SH.DTH.COMM.ZS,66.77376626
Guinea-Bissau,GNB,"cause_injury",SH.DTH.INJR.ZS,5.650880086
Guinea-Bissau,GNB,"cause_non_communicable",SH.DTH.NCOM.ZS,27.57535366
Guyana,GUY,"death_rate",SP.DYN.CDRT.IN,7.445
Guyana,GUY,"population",SP.POP.TOTL,775739
Guyana,GUY,"cause_communicable",SH.DTH.COMM.ZS,21.32440356
Guyana,GUY,"cause_injury",SH.DTH.INJR.ZS,12.88145954
Guyana,GUY,"cause_non_communicable",SH.DTH.NCOM.ZS,65.79413691
Haiti,HTI,"death_rate",SP.DYN.CDRT.IN,9.338
Haiti,HTI,"population",SP.POP.TOTL,9638255
Haiti,HTI,"cause_communicable",SH.DTH.COMM.ZS,53.96634652
Haiti,HTI,"cause_injury",SH.DTH.INJR.ZS,4.868832094
Haiti,HTI,"cause_non_communicable",SH.DTH.NCOM.ZS,41.16482138
Honduras,HND,"death_rate",SP.DYN.CDRT.IN,5.029
Honduras,HND,"population",SP.POP.TOTL,7322368
Honduras,HND,"cause_communicable",SH.DTH.COMM.ZS,23.12908461
Honduras,HND,"cause_injury",SH.DTH.INJR.ZS,8.299997318
Honduras,HND,"cause_non_communicable",SH.DTH.NCOM.ZS,68.57091364
"Hong Kong SAR, China",HKG,"death_rate",SP.DYN.CDRT.IN,6
"Hong Kong SAR, China",HKG,"population",SP.POP.TOTL,6957800
"Hong Kong SAR, China",HKG,"cause_communicable",SH.DTH.COMM.ZS,
"Hong Kong SAR, China",HKG,"cause_injury",SH.DTH.INJR.ZS,
"Hong Kong SAR, China",HKG,"cause_non_communicable",SH.DTH.NCOM.ZS,
Hungary,HUN,"death_rate",SP.DYN.CDRT.IN,13
Hungary,HUN,"population",SP.POP.TOTL,10038188
Hungary,HUN,"cause_communicable",SH.DTH.COMM.ZS,1.46354658
Hungary,HUN,"cause_injury",SH.DTH.INJR.ZS,5.604624849
Hungary,HUN,"cause_non_communicable",SH.DTH.NCOM.ZS,92.93185445
Iceland,ISL,"death_rate",SP.DYN.CDRT.IN,6.3
Iceland,ISL,"population",SP.POP.TOTL,317414
Iceland,ISL,"cause_communicable",SH.DTH.COMM.ZS,5.02104633
Iceland,ISL,"cause_injury",SH.DTH.INJR.ZS,6.666756897
Iceland,ISL,"cause_non_communicable",SH.DTH.NCOM.ZS,88.31218116
India,IND,"death_rate",SP.DYN.CDRT.IN,8.049
India,IND,"population",SP.POP.TOTL,1174662334
India,IND,"cause_communicable",SH.DTH.COMM.ZS,37.12050199
India,IND,"cause_injury",SH.DTH.INJR.ZS,9.907514975
India,IND,"cause_non_communicable",SH.DTH.NCOM.ZS,52.97198506
Indonesia,IDN,"death_rate",SP.DYN.CDRT.IN,6.407
Indonesia,IDN,"population",SP.POP.TOTL,234243489
Indonesia,IDN,"cause_communicable",SH.DTH.COMM.ZS,27.7529493
Indonesia,IDN,"cause_injury",SH.DTH.INJR.ZS,8.646613125
Indonesia,IDN,"cause_non_communicable",SH.DTH.NCOM.ZS,63.6004316
"Iran, Islamic Rep.",IRN,"death_rate",SP.DYN.CDRT.IN,5.294
"Iran, Islamic Rep.",IRN,"population",SP.POP.TOTL,72660887
"Iran, Islamic Rep.",IRN,"cause_communicable",SH.DTH.COMM.ZS,13.48752445
"Iran, Islamic Rep.",IRN,"cause_injury",SH.DTH.INJR.ZS,14.34359561
"Iran, Islamic Rep.",IRN,"cause_non_communicable",SH.DTH.NCOM.ZS,72.16887483
Iraq,IRQ,"death_rate",SP.DYN.CDRT.IN,5.547
Iraq,IRQ,"population",SP.POP.TOTL,29429829
Iraq,IRQ,"cause_communicable",SH.DTH.COMM.ZS,24.23659221
Iraq,IRQ,"cause_injury",SH.DTH.INJR.ZS,31.43844823
Iraq,IRQ,"cause_non_communicable",SH.DTH.NCOM.ZS,44.32498306
Ireland,IRL,"death_rate",SP.DYN.CDRT.IN,6.4
Ireland,IRL,"population",SP.POP.TOTL,4425683
Ireland,IRL,"cause_communicable",SH.DTH.COMM.ZS,6.909355524
Ireland,IRL,"cause_injury",SH.DTH.INJR.ZS,5.79256728
Ireland,IRL,"cause_non_communicable",SH.DTH.NCOM.ZS,87.29808782
Isle of Man,IMY,"death_rate",SP.DYN.CDRT.IN,
Isle of Man,IMY,"population",SP.POP.TOTL,82561
Isle of Man,IMY,"cause_communicable",SH.DTH.COMM.ZS,
Isle of Man,IMY,"cause_injury",SH.DTH.INJR.ZS,
Isle of Man,IMY,"cause_non_communicable",SH.DTH.NCOM.ZS,
Israel,ISR,"death_rate",SP.DYN.CDRT.IN,5.3
Israel,ISR,"population",SP.POP.TOTL,7308800
Israel,ISR,"cause_communicable",SH.DTH.COMM.ZS,8.078568616
Israel,ISR,"cause_injury",SH.DTH.INJR.ZS,5.230428686
Israel,ISR,"cause_non_communicable",SH.DTH.NCOM.ZS,86.69100539
Italy,ITA,"death_rate",SP.DYN.CDRT.IN,9.7
Italy,ITA,"population",SP.POP.TOTL,59832179
Italy,ITA,"cause_communicable",SH.DTH.COMM.ZS,3.47513017
Italy,ITA,"cause_injury",SH.DTH.INJR.ZS,4.193994305
Italy,ITA,"cause_non_communicable",SH.DTH.NCOM.ZS,92.3308824
Jamaica,JAM,"death_rate",SP.DYN.CDRT.IN,6.33
Jamaica,JAM,"population",SP.POP.TOTL,2687200
Jamaica,JAM,"cause_communicable",SH.DTH.COMM.ZS,20.61099648
Jamaica,JAM,"cause_injury",SH.DTH.INJR.ZS,10.96990135
Jamaica,JAM,"cause_non_communicable",SH.DTH.NCOM.ZS,68.41909737
Japan,JPN,"death_rate",SP.DYN.CDRT.IN,9.1
Japan,JPN,"population",SP.POP.TOTL,127704040
Japan,JPN,"cause_communicable",SH.DTH.COMM.ZS,13.53399448
Japan,JPN,"cause_injury",SH.DTH.INJR.ZS,6.476798482
Japan,JPN,"cause_non_communicable",SH.DTH.NCOM.ZS,79.9892176
Jordan,JOR,"death_rate",SP.DYN.CDRT.IN,3.773
Jordan,JOR,"population",SP.POP.TOTL,5786000
Jordan,JOR,"cause_communicable",SH.DTH.COMM.ZS,14.62192351
Jordan,JOR,"cause_injury",SH.DTH.INJR.ZS,11.0010271
Jordan,JOR,"cause_non_communicable",SH.DTH.NCOM.ZS,74.37704264
Kazakhstan,KAZ,"death_rate",SP.DYN.CDRT.IN,9.74
Kazakhstan,KAZ,"population",SP.POP.TOTL,15673999
Kazakhstan,KAZ,"cause_communicable",SH.DTH.COMM.ZS,8.294651536
Kazakhstan,KAZ,"cause_injury",SH.DTH.INJR.ZS,13.72192145
Kazakhstan,KAZ,"cause_non_communicable",SH.DTH.NCOM.ZS,77.98340477
Kenya,KEN,"death_rate",SP.DYN.CDRT.IN,10.05
Kenya,KEN,"population",SP.POP.TOTL,38773277
Kenya,KEN,"cause_communicable",SH.DTH.COMM.ZS,62.58493599
Kenya,KEN,"cause_injury",SH.DTH.INJR.ZS,9.165893951
Kenya,KEN,"cause_non_communicable",SH.DTH.NCOM.ZS,28.24919471
Kiribati,KIR,"death_rate",SP.DYN.CDRT.IN,6.203
Kiribati,KIR,"population",SP.POP.TOTL,94832
Kiribati,KIR,"cause_communicable",SH.DTH.COMM.ZS,28.53762326
Kiribati,KIR,"cause_injury",SH.DTH.INJR.ZS,2.862563161
Kiribati,KIR,"cause_non_communicable",SH.DTH.NCOM.ZS,68.59981358
"Korea, Dem. Rep.",PRK,"death_rate",SP.DYN.CDRT.IN,8.94
"Korea, Dem. Rep.",PRK,"population",SP.POP.TOTL,24243894
"Korea, Dem. Rep.",PRK,"cause_communicable",SH.DTH.COMM.ZS,29.31485109
"Korea, Dem. Rep.",PRK,"cause_injury",SH.DTH.INJR.ZS,5.56281945
"Korea, Dem. Rep.",PRK,"cause_non_communicable",SH.DTH.NCOM.ZS,65.12232947
"Korea, Rep.",KOR,"death_rate",SP.DYN.CDRT.IN,5
"Korea, Rep.",KOR,"population",SP.POP.TOTL,48949000
"Korea, Rep.",KOR,"cause_communicable",SH.DTH.COMM.ZS,6.044214454
"Korea, Rep.",KOR,"cause_injury",SH.DTH.INJR.ZS,11.53916391
"Korea, Rep.",KOR,"cause_non_communicable",SH.DTH.NCOM.ZS,82.4166098
Kosovo,KSV,"death_rate",SP.DYN.CDRT.IN,7.02
Kosovo,KSV,"population",SP.POP.TOTL,1747383
Kosovo,KSV,"cause_communicable",SH.DTH.COMM.ZS,
Kosovo,KSV,"cause_injury",SH.DTH.INJR.ZS,
Kosovo,KSV,"cause_non_communicable",SH.DTH.NCOM.ZS,
Kuwait,KWT,"death_rate",SP.DYN.CDRT.IN,3.05
Kuwait,KWT,"population",SP.POP.TOTL,2702221
Kuwait,KWT,"cause_communicable",SH.DTH.COMM.ZS,10.87592657
Kuwait,KWT,"cause_injury",SH.DTH.INJR.ZS,13.21864911
Kuwait,KWT,"cause_non_communicable",SH.DTH.NCOM.ZS,75.90542822
Kyrgyz Republic,KGZ,"death_rate",SP.DYN.CDRT.IN,7.1
Kyrgyz Republic,KGZ,"population",SP.POP.TOTL,5318700
Kyrgyz Republic,KGZ,"cause_communicable",SH.DTH.COMM.ZS,13.74459421
Kyrgyz Republic,KGZ,"cause_injury",SH.DTH.INJR.ZS,9.211662986
Kyrgyz Republic,KGZ,"cause_non_communicable",SH.DTH.NCOM.ZS,77.043745
Lao PDR,LAO,"death_rate",SP.DYN.CDRT.IN,6.715
Lao PDR,LAO,"population",SP.POP.TOTL,6139127
Lao PDR,LAO,"cause_communicable",SH.DTH.COMM.ZS,41.31960403
Lao PDR,LAO,"cause_injury",SH.DTH.INJR.ZS,10.39173302
Lao PDR,LAO,"cause_non_communicable",SH.DTH.NCOM.ZS,48.28867513
Latvia,LVA,"death_rate",SP.DYN.CDRT.IN,13.7
Latvia,LVA,"population",SP.POP.TOTL,2266094
Latvia,LVA,"cause_communicable",SH.DTH.COMM.ZS,2.569421639
Latvia,LVA,"cause_injury",SH.DTH.INJR.ZS,7.74867285
Latvia,LVA,"cause_non_communicable",SH.DTH.NCOM.ZS,89.68190134
Lebanon,LBN,"death_rate",SP.DYN.CDRT.IN,4.49
Lebanon,LBN,"population",SP.POP.TOTL,4186088
Lebanon,LBN,"cause_communicable",SH.DTH.COMM.ZS,6.850749666
Lebanon,LBN,"cause_injury",SH.DTH.INJR.ZS,9.443524685
Lebanon,LBN,"cause_non_communicable",SH.DTH.NCOM.ZS,83.70572565
Lesotho,LSO,"death_rate",SP.DYN.CDRT.IN,17.159
Lesotho,LSO,"population",SP.POP.TOTL,1972199
Lesotho,LSO,"cause_communicable",SH.DTH.COMM.ZS,63.36530862
Lesotho,LSO,"cause_injury",SH.DTH.INJR.ZS,7.446494222
Lesotho,LSO,"cause_non_communicable",SH.DTH.NCOM.ZS,29.18819403
Liberia,LBR,"death_rate",SP.DYN.CDRT.IN,10.235
Liberia,LBR,"population",SP.POP.TOTL,3672714
Liberia,LBR,"cause_communicable",SH.DTH.COMM.ZS,68.03003159
Liberia,LBR,"cause_injury",SH.DTH.INJR.ZS,4.079767144
Liberia,LBR,"cause_non_communicable",SH.DTH.NCOM.ZS,27.89021484
Libya,LBY,"death_rate",SP.DYN.CDRT.IN,4.179
Libya,LBY,"population",SP.POP.TOTL,5876805
Libya,LBY,"cause_communicable",SH.DTH.COMM.ZS,11.81370651
Libya,LBY,"cause_injury",SH.DTH.INJR.ZS,10.58191907
Libya,LBY,"cause_non_communicable",SH.DTH.NCOM.ZS,77.60436094
Liechtenstein,LIE,"death_rate",SP.DYN.CDRT.IN,5.8
Liechtenstein,LIE,"population",SP.POP.TOTL,35582
Liechtenstein,LIE,"cause_communicable",SH.DTH.COMM.ZS,
Liechtenstein,LIE,"cause_injury",SH.DTH.INJR.ZS,
Liechtenstein,LIE,"cause_non_communicable",SH.DTH.NCOM.ZS,
Lithuania,LTU,"death_rate",SP.DYN.CDRT.IN,13.1
Lithuania,LTU,"population",SP.POP.TOTL,3358115
Lithuania,LTU,"cause_communicable",SH.DTH.COMM.ZS,3.35381439
Lithuania,LTU,"cause_injury",SH.DTH.INJR.ZS,10.98933309
Lithuania,LTU,"cause_non_communicable",SH.DTH.NCOM.ZS,85.65685483
Luxembourg,LUX,"death_rate",SP.DYN.CDRT.IN,7.4
Luxembourg,LUX,"population",SP.POP.TOTL,488650
Luxembourg,LUX,"cause_communicable",SH.DTH.COMM.ZS,6.256969183
Luxembourg,LUX,"cause_injury",SH.DTH.INJR.ZS,6.410132881
Luxembourg,LUX,"cause_non_communicable",SH.DTH.NCOM.ZS,87.33290925
"Macao SAR, China",MAC,"death_rate",SP.DYN.CDRT.IN,4.756
"Macao SAR, China",MAC,"population",SP.POP.TOTL,507528
"Macao SAR, China",MAC,"cause_communicable",SH.DTH.COMM.ZS,
"Macao SAR, China",MAC,"cause_injury",SH.DTH.INJR.ZS,
"Macao SAR, China",MAC,"cause_non_communicable",SH.DTH.NCOM.ZS,
"Macedonia, FYR",MKD,"death_rate",SP.DYN.CDRT.IN,9.233
"Macedonia, FYR",MKD,"population",SP.POP.TOTL,2098769
"Macedonia, FYR",MKD,"cause_communicable",SH.DTH.COMM.ZS,2.204386709
"Macedonia, FYR",MKD,"cause_injury",SH.DTH.INJR.ZS,2.917049942
"Macedonia, FYR",MKD,"cause_non_communicable",SH.DTH.NCOM.ZS,94.87855375
Madagascar,MDG,"death_rate",SP.DYN.CDRT.IN,7.805
Madagascar,MDG,"population",SP.POP.TOTL,19926785
Madagascar,MDG,"cause_communicable",SH.DTH.COMM.ZS,51.85560715
Madagascar,MDG,"cause_injury",SH.DTH.INJR.ZS,5.648220073
Madagascar,MDG,"cause_non_communicable",SH.DTH.NCOM.ZS,42.49618741
Malawi,MWI,"death_rate",SP.DYN.CDRT.IN,13.298
Malawi,MWI,"population",SP.POP.TOTL,14138207
Malawi,MWI,"cause_communicable",SH.DTH.COMM.ZS,63.12583153
Malawi,MWI,"cause_injury",SH.DTH.INJR.ZS,8.773817613
Malawi,MWI,"cause_non_communicable",SH.DTH.NCOM.ZS,28.10034257
Malaysia,MYS,"death_rate",SP.DYN.CDRT.IN,4.573
Malaysia,MYS,"population",SP.POP.TOTL,27302348
Malaysia,MYS,"cause_communicable",SH.DTH.COMM.ZS,24.3083329
Malaysia,MYS,"cause_injury",SH.DTH.INJR.ZS,8.672240903
Malaysia,MYS,"cause_non_communicable",SH.DTH.NCOM.ZS,67.0194262
Maldives,MDV,"death_rate",SP.DYN.CDRT.IN,3.586
Maldives,MDV,"population",SP.POP.TOTL,313843
Maldives,MDV,"cause_communicable",SH.DTH.COMM.ZS,15.97991097
Maldives,MDV,"cause_injury",SH.DTH.INJR.ZS,4.594135114
Maldives,MDV,"cause_non_communicable",SH.DTH.NCOM.ZS,79.42593668
Mali,MLI,"death_rate",SP.DYN.CDRT.IN,14.727
Mali,MLI,"population",SP.POP.TOTL,13138299
Mali,MLI,"cause_communicable",SH.DTH.COMM.ZS,75.29818008
Mali,MLI,"cause_injury",SH.DTH.INJR.ZS,4.531942788
Mali,MLI,"cause_non_communicable",SH.DTH.NCOM.ZS,20.16983371
Malta,MLT,"death_rate",SP.DYN.CDRT.IN,7.9
Malta,MLT,"population",SP.POP.TOTL,411950
Malta,MLT,"cause_communicable",SH.DTH.COMM.ZS,5.689302819
Malta,MLT,"cause_injury",SH.DTH.INJR.ZS,3.993799134
Malta,MLT,"cause_non_communicable",SH.DTH.NCOM.ZS,90.31688528
Marshall Islands,MHL,"death_rate",SP.DYN.CDRT.IN,
Marshall Islands,MHL,"population",SP.POP.TOTL,52245
Marshall Islands,MHL,"cause_communicable",SH.DTH.COMM.ZS,21.75373525
Marshall Islands,MHL,"cause_injury",SH.DTH.INJR.ZS,5.163679006
Marshall Islands,MHL,"cause_non_communicable",SH.DTH.NCOM.ZS,73.08258574
Mauritania,MRT,"death_rate",SP.DYN.CDRT.IN,9.151
Mauritania,MRT,"population",SP.POP.TOTL,3422901
Mauritania,MRT,"cause_communicable",SH.DTH.COMM.ZS,59.76294168
Mauritania,MRT,"cause_injury",SH.DTH.INJR.ZS,7.919236067
Mauritania,MRT,"cause_non_communicable",SH.DTH.NCOM.ZS,32.31779623
Mauritius,MUS,"death_rate",SP.DYN.CDRT.IN,7.1
Mauritius,MUS,"population",SP.POP.TOTL,1268565
Mauritius,MUS,"cause_communicable",SH.DTH.COMM.ZS,6.609529962
Mauritius,MUS,"cause_injury",SH.DTH.INJR.ZS,6.077375808
Mauritius,MUS,"cause_non_communicable",SH.DTH.NCOM.ZS,87.31308755
Mexico,MEX,"death_rate",SP.DYN.CDRT.IN,4.488
Mexico,MEX,"population",SP.POP.TOTL,114968039
Mexico,MEX,"cause_communicable",SH.DTH.COMM.ZS,11.96664205
Mexico,MEX,"cause_injury",SH.DTH.INJR.ZS,10.34462692
Mexico,MEX,"cause_non_communicable",SH.DTH.NCOM.ZS,77.68872038
"Micronesia, Fed. Sts.",FSM,"death_rate",SP.DYN.CDRT.IN,6.293
"Micronesia, Fed. Sts.",FSM,"population",SP.POP.TOTL,104498
"Micronesia, Fed. Sts.",FSM,"cause_communicable",SH.DTH.COMM.ZS,27.69336528
"Micronesia, Fed. Sts.",FSM,"cause_injury",SH.DTH.INJR.ZS,5.49289009
"Micronesia, Fed. Sts.",FSM,"cause_non_communicable",SH.DTH.NCOM.ZS,66.81374463
Moldova,MDA,"death_rate",SP.DYN.CDRT.IN,13.627
Moldova,MDA,"population",SP.POP.TOTL,3570107
Moldova,MDA,"cause_communicable",SH.DTH.COMM.ZS,4.740447304
Moldova,MDA,"cause_injury",SH.DTH.INJR.ZS,8.195979632
Moldova,MDA,"cause_non_communicable",SH.DTH.NCOM.ZS,87.06357528
Monaco,MCO,"death_rate",SP.DYN.CDRT.IN,
Monaco,MCO,"population",SP.POP.TOTL,35686
Monaco,MCO,"cause_communicable",SH.DTH.COMM.ZS,6.085955513
Monaco,MCO,"cause_injury",SH.DTH.INJR.ZS,7.596050372
Monaco,MCO,"cause_non_communicable",SH.DTH.NCOM.ZS,86.31799412
Mongolia,MNG,"death_rate",SP.DYN.CDRT.IN,6.835
Mongolia,MNG,"population",SP.POP.TOTL,2632834
Mongolia,MNG,"cause_communicable",SH.DTH.COMM.ZS,14.34558194
Mongolia,MNG,"cause_injury",SH.DTH.INJR.ZS,13.3062421
Mongolia,MNG,"cause_non_communicable",SH.DTH.NCOM.ZS,72.34811632
Montenegro,MNE,"death_rate",SP.DYN.CDRT.IN,10.08
Montenegro,MNE,"population",SP.POP.TOTL,618649
Montenegro,MNE,"cause_communicable",SH.DTH.COMM.ZS,1.562361751
Montenegro,MNE,"cause_injury",SH.DTH.INJR.ZS,3.856068137
Montenegro,MNE,"cause_non_communicable",SH.DTH.NCOM.ZS,94.58156682
Morocco,MAR,"death_rate",SP.DYN.CDRT.IN,6.285
Morocco,MAR,"population",SP.POP.TOTL,30955151
Morocco,MAR,"cause_communicable",SH.DTH.COMM.ZS,18.76943049
Morocco,MAR,"cause_injury",SH.DTH.INJR.ZS,6.203900993
Morocco,MAR,"cause_non_communicable",SH.DTH.NCOM.ZS,75.02671646
Mozambique,MOZ,"death_rate",SP.DYN.CDRT.IN,15.626
Mozambique,MOZ,"population",SP.POP.TOTL,22762525
Mozambique,MOZ,"cause_communicable",SH.DTH.COMM.ZS,64.49159108
Mozambique,MOZ,"cause_injury",SH.DTH.INJR.ZS,7.891271254
Mozambique,MOZ,"cause_non_communicable",SH.DTH.NCOM.ZS,27.61710613
Myanmar,MMR,"death_rate",SP.DYN.CDRT.IN,8.457
Myanmar,MMR,"population",SP.POP.TOTL,51174018
Myanmar,MMR,"cause_communicable",SH.DTH.COMM.ZS,33.41691422
Myanmar,MMR,"cause_injury",SH.DTH.INJR.ZS,26.88331225
Myanmar,MMR,"cause_non_communicable",SH.DTH.NCOM.ZS,39.69977354
Namibia,NAM,"death_rate",SP.DYN.CDRT.IN,8.832
Namibia,NAM,"population",SP.POP.TOTL,2110791
Namibia,NAM,"cause_communicable",SH.DTH.COMM.ZS,50.616912
Namibia,NAM,"cause_injury",SH.DTH.INJR.ZS,11.87144197
Namibia,NAM,"cause_non_communicable",SH.DTH.NCOM.ZS,37.51162448
Nepal,NPL,"death_rate",SP.DYN.CDRT.IN,7.213
Nepal,NPL,"population",SP.POP.TOTL,26249412
Nepal,NPL,"cause_communicable",SH.DTH.COMM.ZS,42.71174531
Nepal,NPL,"cause_injury",SH.DTH.INJR.ZS,7.121645028
Nepal,NPL,"cause_non_communicable",SH.DTH.NCOM.ZS,50.16658777
Netherlands,NLD,"death_rate",SP.DYN.CDRT.IN,8.2
Netherlands,NLD,"population",SP.POP.TOTL,16445593
Netherlands,NLD,"cause_communicable",SH.DTH.COMM.ZS,6.767548559
Netherlands,NLD,"cause_injury",SH.DTH.INJR.ZS,4.03318105
Netherlands,NLD,"cause_non_communicable",SH.DTH.NCOM.ZS,89.19923357
New Caledonia,NCL,"death_rate",SP.DYN.CDRT.IN,4.7
New Caledonia,NCL,"population",SP.POP.TOTL,243985
New Caledonia,NCL,"cause_communicable",SH.DTH.COMM.ZS,
New Caledonia,NCL,"cause_injury",SH.DTH.INJR.ZS,
New Caledonia,NCL,"cause_non_communicable",SH.DTH.NCOM.ZS,
New Zealand,NZL,"death_rate",SP.DYN.CDRT.IN,6.84
New Zealand,NZL,"population",SP.POP.TOTL,4268900
New Zealand,NZL,"cause_communicable",SH.DTH.COMM.ZS,3.162794656
New Zealand,NZL,"cause_injury",SH.DTH.INJR.ZS,6.297561826
New Zealand,NZL,"cause_non_communicable",SH.DTH.NCOM.ZS,90.53964212
Nicaragua,NIC,"death_rate",SP.DYN.CDRT.IN,4.708
Nicaragua,NIC,"population",SP.POP.TOTL,5667983
Nicaragua,NIC,"cause_communicable",SH.DTH.COMM.ZS,19.62719719
Nicaragua,NIC,"cause_injury",SH.DTH.INJR.ZS,11.14803034
Nicaragua,NIC,"cause_non_communicable",SH.DTH.NCOM.ZS,69.22476444
Niger,NER,"death_rate",SP.DYN.CDRT.IN,12.557
Niger,NER,"population",SP.POP.TOTL,14737895
Niger,NER,"cause_communicable",SH.DTH.COMM.ZS,81.25572176
Niger,NER,"cause_injury",SH.DTH.INJR.ZS,2.781087746
Niger,NER,"cause_non_communicable",SH.DTH.NCOM.ZS,15.9631883
Nigeria,NGA,"death_rate",SP.DYN.CDRT.IN,14.749
Nigeria,NGA,"population",SP.POP.TOTL,151208080
Nigeria,NGA,"cause_communicable",SH.DTH.COMM.ZS,68.06775825
Nigeria,NGA,"cause_injury",SH.DTH.INJR.ZS,4.55948977
Nigeria,NGA,"cause_non_communicable",SH.DTH.NCOM.ZS,27.37277328
Northern Mariana Islands,MNP,"death_rate",SP.DYN.CDRT.IN,
Northern Mariana Islands,MNP,"population",SP.POP.TOTL,57345
Northern Mariana Islands,MNP,"cause_communicable",SH.DTH.COMM.ZS,
Northern Mariana Islands,MNP,"cause_injury",SH.DTH.INJR.ZS,
Northern Mariana Islands,MNP,"cause_non_communicable",SH.DTH.NCOM.ZS,
Norway,NOR,"death_rate",SP.DYN.CDRT.IN,8.7
Norway,NOR,"population",SP.POP.TOTL,4768212
Norway,NOR,"cause_communicable",SH.DTH.COMM.ZS,6.964158633
Norway,NOR,"cause_injury",SH.DTH.INJR.ZS,5.897586333
Norway,NOR,"cause_non_communicable",SH.DTH.NCOM.ZS,87.13825503
Oman,OMN,"death_rate",SP.DYN.CDRT.IN,2.924
Oman,OMN,"population",SP.POP.TOTL,2593523
Oman,OMN,"cause_communicable",SH.DTH.COMM.ZS,6.23339275
Oman,OMN,"cause_injury",SH.DTH.INJR.ZS,10.73893341
Oman,OMN,"cause_non_communicable",SH.DTH.NCOM.ZS,83.0276695
Pakistan,PAK,"death_rate",SP.DYN.CDRT.IN,7.175
Pakistan,PAK,"population",SP.POP.TOTL,167008083
Pakistan,PAK,"cause_communicable",SH.DTH.COMM.ZS,45.62188721
Pakistan,PAK,"cause_injury",SH.DTH.INJR.ZS,8.284022868
Pakistan,PAK,"cause_non_communicable",SH.DTH.NCOM.ZS,46.09406961
Palau,PLW,"death_rate",SP.DYN.CDRT.IN,
Palau,PLW,"population",SP.POP.TOTL,20228
Palau,PLW,"cause_communicable",SH.DTH.COMM.ZS,19.8573019
Palau,PLW,"cause_injury",SH.DTH.INJR.ZS,5.98014129
Palau,PLW,"cause_non_communicable",SH.DTH.NCOM.ZS,74.16255681
Panama,PAN,"death_rate",SP.DYN.CDRT.IN,4.861
Panama,PAN,"population",SP.POP.TOTL,3553480
Panama,PAN,"cause_communicable",SH.DTH.COMM.ZS,18.69073255
Panama,PAN,"cause_injury",SH.DTH.INJR.ZS,12.14876892
Panama,PAN,"cause_non_communicable",SH.DTH.NCOM.ZS,69.16047997
Papua New Guinea,PNG,"death_rate",SP.DYN.CDRT.IN,7.906
Papua New Guinea,PNG,"population",SP.POP.TOTL,6550877
Papua New Guinea,PNG,"cause_communicable",SH.DTH.COMM.ZS,47.04404832
Papua New Guinea,PNG,"cause_injury",SH.DTH.INJR.ZS,9.325297143
Papua New Guinea,PNG,"cause_non_communicable",SH.DTH.NCOM.ZS,43.6306567
Paraguay,PRY,"death_rate",SP.DYN.CDRT.IN,5.565
Paraguay,PRY,"population",SP.POP.TOTL,6236005
Paraguay,PRY,"cause_communicable",SH.DTH.COMM.ZS,19.61500459
Paraguay,PRY,"cause_injury",SH.DTH.INJR.ZS,11.79105312
Paraguay,PRY,"cause_non_communicable",SH.DTH.NCOM.ZS,68.59393879
Peru,PER,"death_rate",SP.DYN.CDRT.IN,5.383
Peru,PER,"population",SP.POP.TOTL,28625628
Peru,PER,"cause_communicable",SH.DTH.COMM.ZS,29.83070724
Peru,PER,"cause_injury",SH.DTH.INJR.ZS,9.855635211
Peru,PER,"cause_non_communicable",SH.DTH.NCOM.ZS,60.31368674
Philippines,PHL,"death_rate",SP.DYN.CDRT.IN,6
Philippines,PHL,"population",SP.POP.TOTL,90371287
Philippines,PHL,"cause_communicable",SH.DTH.COMM.ZS,30.73973093
Philippines,PHL,"cause_injury",SH.DTH.INJR.ZS,8.467407004
Philippines,PHL,"cause_non_communicable",SH.DTH.NCOM.ZS,60.79285421
Poland,POL,"death_rate",SP.DYN.CDRT.IN,10
Poland,POL,"population",SP.POP.TOTL,38125759
Poland,POL,"cause_communicable",SH.DTH.COMM.ZS,3.87054938
Poland,POL,"cause_injury",SH.DTH.INJR.ZS,6.677683499
Poland,POL,"cause_non_communicable",SH.DTH.NCOM.ZS,89.451775
Portugal,PRT,"death_rate",SP.DYN.CDRT.IN,9.8
Portugal,PRT,"population",SP.POP.TOTL,10622413
Portugal,PRT,"cause_communicable",SH.DTH.COMM.ZS,9.423434114
Portugal,PRT,"cause_injury",SH.DTH.INJR.ZS,4.282912038
Portugal,PRT,"cause_non_communicable",SH.DTH.NCOM.ZS,86.29365288
Puerto Rico,PRI,"death_rate",SP.DYN.CDRT.IN,7.61
Puerto Rico,PRI,"population",SP.POP.TOTL,3760866
